,text,summary,abstract,plain_summary,containsKeyResult,population,intervention,outcome,omissions,errors,coherence,usefulness,containsKeyResult_plain,population_plain,intervention_plain,outcome_plain,omissions_plain,errors_plain,coherence_plain,readability_plain,substitution_plain,usefulness_plain,annotator,intervention_addl,population_addl,outcome_addl,answer,answer_plain,newConcepts_plain,outcome_addl_plain,intervention_addl_plain,newConcepts,population_addl_plain
58,"Results indicated that cognitive training with Decoder was superior to both control groups in terms of increased target sensitivity (A') on the Cambridge Neuropsychological Test Automated Battery Rapid Visual Information processing (CANTAB RVP) test, indicating significantly improved sustained visual attention.","This study investigated the effects of cognitive training on visual sustained attention in 75 healthy young adults. Participants were randomly assigned to a Cognitive Training group (8 hours of playing Decoder over 4 weeks), an Active Control group (8 hours of playing Bingo over 4 weeks) or a Passive Control group (continuation of activities of daily living). Results showed that cognitive training with Decoder was superior to both control groups in terms of improved target sensitivity on the Cambridge Neuropsychological Test Automated Battery Rapid Visual Information processing test and better performance on the Trail Making Test. In addition, Decoder received higher ratings of enjoyment, task-related motivation and alertness across all hours of game play. These data suggest that cognitive training with Decoder is an effective non-pharmacological method for enhancing attention in healthy young adults.","Work and study increasingly rely on the use of technologies requiring individuals to switch attention rapidly between emails, texts and tasks. This has led to healthy people having problems of attention and concentration and difficulties getting into the ""flow,"" which impedes goal attainment and task completion. Possibly related to this, there is an increasing diagnosis of attention deficit hyperactivity disorder (ADHD) and prescriptions of drugs such as methylphenidate. In addition to ADHD, attention is impaired in other neuropsychiatric disorders, such as schizophrenia and in traumatic brain injury (TBI). Based on neuropsychological and neuroimaging evidence, we developed ""Decoder,"" a novel game for targeted cognitive training of visual sustained attention on an iPad. We aimed to investigate the effects of cognitive training in 75 healthy young adults randomly assigned to a Cognitive Training (8 h of playing Decoder over 4 weeks;  n  = 25), Active Control (8 h of playing Bingo over 4 weeks;  n  = 25) or Passive Control (continuation of activities of daily living;  n  = 25) group. Results indicated that cognitive training with Decoder was superior to both control groups in terms of increased target sensitivity (A') on the Cambridge Neuropsychological Test Automated Battery Rapid Visual Information processing (CANTAB RVP) test, indicating significantly improved sustained visual attention. Individuals playing Decoder also showed significantly better performance on the Trail Making Test (TMT) compared with those playing Bingo. Significant differences in visual analogue scales were also found between the two gaming groups, such that Decoder received higher ratings of enjoyment, task-related motivation and alertness across all hours of game play. These data suggest that cognitive training with Decoder is an effective non-pharmacological method for enhancing attention in healthy young adults, which could be extended to clinical populations in which attentional problems persist.","This passage is talking about how people now rely more and more on technology, which makes it harder to focus and complete tasks. Because of this, more and more people are being diagnosed with a disorder called ADHD, and are taking medication to help. To help with attention problems, a game called Decoder was created to help people improve their ability to stay focused and complete tasks. The game was tested on some people, and it was found that it does help with focus and task completion. So, playing the game can help people both with and without ADHD stay focused and complete tasks.",Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Strongly agree,Strongly agree,"The population is mentioned, and described accurately",,"The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Agree,All,Strongly agree,121,,,,,,,,,,
59,"RESULTS


Correlation of nicotine intake, as measured by serum cotinine, and puff time, as measured by puffs count and duration from the e-cigarette device, as an indicator of study protocol compliance, substantially declined after the first week of the study and were no longer correlated in the remaining study weeks (","This study examined protocol compliance in an e-cigarette study using a controlled device and assigned e-liquid flavor. The findings showed that protocol compliance, as measured by correlations between e-cigarette use measures and cotinine levels, was only achieved in the first week of the study and declined thereafter. The authors suggest that additional measures, such as behavioral and biological markers, are needed to ensure sole use of the study device and e-liquid and to interpret results from controlled e-cigarette studies.","INTRODUCTION
E-cigarette studies have found that the use of a variety of flavors and customizable devices results in greater use frequency and user satisfaction. However, standardized research e-cigarettes are being developed as closed systems with limited flavor options, potentially limiting user satisfaction. In this study, we explore protocol compliance in an e-cigarette study using a standardized, assigned device with puff time and duration tracking (controlled e-cigarette) and potential limitations that controlled devices and e-liquids can introduce.

METHODS
In a crossover study, 49 young adult e-cigarette users were recruited using convenience sampling and assigned a controlled e-cigarette device and flavored or unflavored e-liquids on standardized protocols. E-cigarette use frequency (number of puffs per day, collected from the device) and serum cotinine levels were obtained at each of three study visits over 3 weeks. The correlation of cotinine and e-cigarette use over the preceding week was calculated at each study visit.

RESULTS
Correlation of nicotine intake, as measured by serum cotinine, and puff time, as measured by puffs count and duration from the e-cigarette device, as an indicator of study protocol compliance, substantially declined after the first week of the study and were no longer correlated in the remaining study weeks (R2 = 0.53 and p ≤ .01 in week 1, R2 < 0.5 and p > .05 for remaining weeks).

CONCLUSIONS
There is an emerging need for controlled e-cigarette exposures studies, but low compliance in the use of assigned devices and e-liquids may be a limitation that needs to be mitigated in future studies.

IMPLICATIONS
This study is the first to analyze compliance with instructions to use a standardized e-cigarette device with puff time and duration tracking (controlled e-cigarette) across all subjects and an assigned e-liquid flavor over a 3-week period. We find that protocol compliance, as measured by correlations between e-cigarette use measures and cotinine levels, was only achieved in the first week of the study and declined thereafter. These findings indicate that the assignment of a study device and instruction to only use the study device with assigned e-liquid flavor may not be sufficient to ensure participant compliance with the study protocol. We suggest that additional measures, including behavioral and biological markers, are needed to ensure sole use of the study e-cigarette and e-liquid and to be able to interpret results from controlled e-cigarette studies.
","This study looked at how people use e-cigarettes. It found that people were more likely to follow instructions when they were given a device with limited flavors to use. However, after the first week of the study, the people were less likely to follow the instructions and use the device with the assigned e-liquid flavor. This means that people may not follow instructions when given a device with limited flavors and this should be taken into account when doing future studies.",Strongly agree,The population is underspecified,"The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",Minor omission(s),No errors,Strongly agree,Agree,Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Strongly agree,All,Strongly agree,121,,Omits sample size,,,,,,,,
60,No significant difference in the general ophthalmia neonatorum rate was found for any of the four factors (P > .14 by Fisher exact test).,"This study investigated the effect of prophylaxis with povidone-iodine, silver nitrate, and erythromycin on the occurrence of ophthalmia neonatorum in 3117 neonates. It was found that while there was no significant difference in the general ophthalmia neonatorum rate, those born to mothers with vaginitis had a five-fold higher relative risk of venereal ophthalmia neonatorum and a twenty-five-fold higher relative risk of gonococcal ophthalmia neonatorum. The researchers concluded that neonates born to mothers with vaginitis should be closely monitored for the development of ophthalmia neonatorum, even when a prophylactic agent is used.","BACKGROUND
Ophthalmia neonatorum still blinds approximately 10,000 babies annually worldwide. Identification of contributory maternal perinatal factors could possibly predict which babies are at greater risk for this disease.

METHODS
In a randomized prospective study of ophthalmia neonatorum in Kenya, we studied the effect of prophylaxis with povidone-iodine, silver nitrate, and erythromycin in 3117 neonates. Four perinatal factors that may promote ophthalmia neonatorum were investigated: maternal vaginitis, birth in a nonsterile environment, presence of meconium at birth, and postnatal development of endometritis.

RESULTS
No significant difference in the general ophthalmia neonatorum rate was found for any of the four factors (P > .14 by Fisher exact test). However, with regard to venereal ophthalmia neonatorum, the 26 infants born to mothers with vaginitis had a relative risk 5.1 times that of the rest of the infants (P = 0.0013). Their relative risk to develop gonococcal ophthalmia neonatorum in particular was 24.9 times the rest of the neonates (P = 0.0000031). Prophylaxis was with povidone-iodine in 12 infants, silver nitrate in two, and erythromycin in 12. The frequency of ophthalmia neonatorum was 25%, 100%, and 33%, respectively (differences not significant).

CONCLUSION
Neonates born to mothers with vaginitis should be carefully observed for the first postnatal month for the development of ophthalmia neonatorum, even though a prophylactic agent has been used.
","This study looked at the effects of different types of medicine given to newborn babies to prevent a type of eye infection called ophthalmia neonatorum. They studied 3117 babies, and found that babies born to mothers with vaginitis were more likely to get the infection. Even though the babies were given medicine to prevent the infection, it was important to watch them closely for the first month after birth so that the infection can be caught and treated as soon as possible.",Agree,"The population is mentioned, and described accurately","The intervention is mentioned, but described somewhat inaccurately","The outcome is mentioned, and described accurately",Minor omission(s),Major error,Agree,Agree,Agree,"The population is mentioned, and described accurately","The intervention is mentioned, but described somewhat inaccurately","The outcome is mentioned, but described somewhat inaccurately",Minor omission(s),,Agree,Agree,Mostly all,Agree,121,,,,The main objective based in the abstract is to identify perinatal factor that involves a risk to the babies,,,,,"[{""end"": 164, ""text"": ""This study investigated the effect of prophylaxis with povidone-iodine, silver nitrate, and erythromycin on the occurrence of ophthalmia neonatorum in 3117 neonates"", ""start"": 0, ""labels"": [""2""]}]",
61,"Deprescribing increased from 795 (29.8%) of 2667 control to 1249 (55.4%) of 2256 intervention participants [aRD, 22.2%; 95% CI, 16.9% to 27.4%].","This cluster randomized clinical trial evaluated the effect of an electronic deprescribing decision support tool on adverse drug events among older adults with polypharmacy. The results showed that while deprescribing increased, there was no difference in the number of adverse drug events within 30 days of discharge between the intervention and control groups. Post hoc analyses did not alter the study conclusions.","Importance
Scalable deprescribing interventions may reduce polypharmacy and the use of potentially inappropriate medications (PIMs); however, few studies have been large enough to evaluate the impact that deprescribing may have on adverse drug events (ADEs).
Objective
To evaluate the effect of an electronic deprescribing decision support tool on ADEs after hospital discharge among older adults with polypharmacy.
Design, Setting, and Participants
This was a cluster randomized clinical trial of older (≥65 years) hospitalized patients with an expected survival of more than 3 months who were admitted to 1 of 11 acute care hospitals in Canada from August 22, 2017, to January 13, 2020. At admission, participants were taking 5 or more medications per day. Data analyses were performed from January 3, 2021, to September 23, 2021.
Interventions
Personalized reports of deprescribing opportunities generated by MedSafer software to address usual home medications and measures of prognosis and frailty. Deprescribing reports provided to the treating team were compared with usual care (medication reconciliation).
Main Outcomes and Measures
The primary outcome was a reduction of ADEs within the first 30 days postdischarge (including adverse drug withdrawal events) captured through structured telephone surveys and adjudicated blinded to intervention status. Secondary outcomes were the proportion of patients with 1 or more PIMs deprescribed at discharge and the proportion of patients with an adverse drug withdrawal event (ADWE).
Results
A total of 5698 participants (median [range] age, 78 [72-85] years; 2858 [50.2%] women; race and ethnicity data were not collected) were enrolled in 3 clusters and were adjudicated for the primary outcome (control, 3204; intervention, 2494). Despite cluster randomization, there were group imbalances, eg, the participants in the intervention arm were older and had more PIMS prescribed at baseline. After hospital discharge, 4989 (87.6%) participants completed an ADE interview. There was no significant difference in ADEs within 30 days of discharge (138 [5.0%] of 2742 control vs 111 [4.9%] of 2247 intervention participants; adjusted risk difference [aRD] -0.8%; 95% CI, -2.9% to 1.3%). Deprescribing increased from 795 (29.8%) of 2667 control to 1249 (55.4%) of 2256 intervention participants [aRD, 22.2%; 95% CI, 16.9% to 27.4%]. There was no difference in ADWEs between groups. Several post hoc sensitivity analyses, including the use of a nonparametric test to address the low cluster number, group imbalances, and potential biases, did not alter study conclusions.
Conclusions and Relevance
This cluster randomized clinical trial showed that providing deprescribing clinical decision support during acute hospitalization had no demonstrable impact on ADEs, although the intervention was safe and led to improvements in deprescribing.
Trial Registration
ClinicalTrials.gov Identifier: NCT03272607.","In this study, researchers wanted to see if using a special computer program to help doctors decide which medicines to give to older adults when they left the hospital would reduce the number of bad side effects they experienced. They tested this program in 11 hospitals in Canada, with over 5,000 older adults taking part. They found that the program did not reduce the number of bad side effects, although it did help doctors decide which medicines to give.",Agree,The population is underspecified,"The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",Minor omission(s),No errors,Agree,Agree,Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Strongly agree,All,Strongly agree,121,,Omits sample size,,,,,,,,
62,"Flt3L increased peripheral monocytes and conventional DCs (cDCs), including cross-presenting cDC1 and cDC2 and plasmacytoid DCs.","This study evaluated the efficacy of a vaccine regimen comprising an anti-DEC-205-NY-ESO-1 fusion antibody, poly-ICLC, and Flt3L (CDX-301) pre-treatment to increase dendritic cells and other antigen-presenting cells in high-risk melanoma patients. The results showed increased peripheral monocytes and DCs, humoral and T-cell responses, and activation of DCs, natural killer cells, and T cells. Gene signatures associated with CDX-301 induction of an early, durable immune response were also identified.","Generating responses to tumor antigens poses a challenge for immunotherapy. This phase II trial (NCT02129075) tested fms-like tyrosine kinase 3 (Flt3) ligand pre-treatment enhancement of responses to dendritic cell (DC)-targeting vaccines. We evaluated a regimen of Flt3L (CDX-301) to increase DCs and other antigen-presenting cells, poly-ICLC (TLR3 agonist that activates DCs) and a vaccine comprising anti-DEC-205-NY-ESO-1, a fusion antibody targeting CD205, linked to NY-ESO-1. High-risk melanoma patients were randomized to vaccine, with and without CDX-301. The end point was immune response to NY-ESO-1. Flt3L increased peripheral monocytes and conventional DCs (cDCs), including cross-presenting cDC1 and cDC2 and plasmacytoid DCs. Significant increases in humoral and T-cell responses and activation of DCs, natural killer cells and T cells were elicited. Transcriptional analyses revealed gene signatures associated with CDX-301 induction of an early, durable immune response. This study reveals in vivo effects of Flt3L on innate immune cells in the setting of vaccination, leading to an immunogenic vaccine regimen.","This study looked at how a particular type of medicine (CDX-301) could help people with a certain type of cancer (melanoma). The medicine was given to some people before they received a vaccine to fight the cancer. The results showed that the medicine helped increase the body's ability to fight the cancer by increasing the number of cells that can help fight the cancer, as well as creating an early and lasting response to the vaccine.",Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Strongly agree,Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Agree,All,Agree,121,,,,,,,,,,
63,Statistically significant improvement in scores was seen in the total HADS score (p=0.043) and PCL5 score (p=0.033) at 3 months following intervention.,"This was a prospective pilot study assessing the impact of early integration of palliative care consultations within a cohort of patients admitted to the Neurocritical Care Unit with moderate-to-severe acute strokes. Results showed a statistically significant improvement in scores on the Hospital Anxiety and Depression Scale and the Post-Traumatic Stress Disorder DSM-5 Scale at 3 months following intervention. The findings suggest that collaboration between the intensive care and palliative care team with early palliative assessment may be beneficial in lowering anxiety, depression and PTSD symptoms in critically ill stroke patients and their caregivers.","INTRODUCTION
Patients admitted to the Neurocritical Care Unit (NCCU) with moderate-to-severe acute strokes, along with their surrogate decision makers, have the potential for unrecognized or unmet emotional and psychological needs. Our primary objective was to determine if early integration of palliative care consultations within this cohort was feasible and would impact understanding, decision-making and emotional support to patients and their surrogate decision makers. Our secondary objective was to evaluate the long-term impact of early palliative care assessment on the development of post-traumatic stress disorder (PTSD).

METHODS
This was a single center prospective pilot study. Patients with moderate-to-severe ischemic and hemorrhagic strokes were randomized into two arms. The control arm received standard intensive care and the intervention arm received an additional early palliative care consultation within 72 hours of hospitalization. Study assessments with the participants were obtained on day 1-3, and day 5-7 of care with comparisons of total scores on the Questionnaire on Communication (QOC), Decisional Conflict Scale (DCS), and Hospital Anxiety and Depression Scale (HADS). Furthermore, comparisons of HADS and PTSD DSM-5 (PCL- 5) scores were completed at 3 months. Linear mixed effects models were conducted to examine the association between intervention and participant's scores.

RESULTS
A total of 22 participants were enrolled between February 2019 and April 2020. Statistically significant improvement in scores was seen in the total HADS score (p=0.043) and PCL5 score (p=0.033) at 3 months following intervention.

CONCLUSION
Collaboration between the intensive care and palliative care team with early palliative assessment may be beneficial in lowering anxiety, depression and PTSD symptoms in critically ill stroke patients and their caregivers. Further research is needed to validate these findings.
","This study looked at how a special type of care called palliative care can help people who have had a stroke. They found that when people received this kind of care early on, it can help them in the long run by making them less anxious, depressed, and less likely to have post-traumatic stress disorder. This study shows that getting palliative care early on can be very helpful, but more research is needed to make sure these results are accurate.",Strongly agree,The population is underspecified,"The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",Minor omission(s),No errors,Strongly agree,Strongly agree,Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Strongly agree,All,Strongly agree,121,,Omits sample size,,,,,,,,
64,"Experimental group subjects exhibited significant ( P  < 0.005) increases in peak sensitivity and AULCSF, when comparing post-exposure results to pre-exposure ones.","This study investigated whether short-term exposure to high temporal frequency full-field flicker affects spatial visual acuity in individuals with varying degrees of myopia. Thirty subjects were exposed to either 12.5 Hz flicker frequency (experimental group) or 60 Hz flicker frequency (control group). The results showed that the experimental group experienced significant increases in peak sensitivity and Area Under Log Contrast Sensitivity Function (AULCSF). Moreover, the extent of these changes were correlated to the refractive error of the participants. The findings of this study have implications for potential interventions for cases of modest myopia.","PURPOSE
To investigate whether short-term exposure to high temporal frequency full-field flicker has an impact on spatial visual acuity in individuals with varying degrees of myopia.

METHODS
Thirty subjects (evenly divided between control and experimental groups) underwent a 5-min exposure to full-field flicker. The flicker rate was lower than critical flicker frequency (CFF) for the experimental group (12.5 Hz) and significantly higher than CFF for the controls (60 Hz). Spatial contrast sensitivity function (CSF) was measured before and immediately after flicker exposure. We examined whether the post flicker CSF parameters were different from the pre-exposure CSF values in either of the subject groups. Additionally, we examined the relationship between the amount of CSF change from pre to post timepoints and the degree of subjects' myopia. The CSF parameters included peak frequency, peak sensitivity, bandwidth, truncation, and area under log CSF (AULCSF).

RESULTS
There was no significant difference of all five pre-exposure CSF parameters between the two groups at baseline ( P  = 0.333 ∼ 0.424). Experimental group subjects exhibited significant ( P  < 0.005) increases in peak sensitivity and AULCSF, when comparing post-exposure results to pre-exposure ones. Controls showed no such enhancements. Furthermore, the extent of these changes in the experimental group was correlated significantly with the participants' refractive error ( P  = 0.005 and 0.018, respectively).

CONCLUSION
Our data suggest that exposure to perceivable high-frequency flicker (but, not to supra-CFF frequencies) enhances important aspects of spatial contrast sensitivity, and these enhancements are correlated to the degree of myopia. This finding has implications for potential interventions for cases of modest myopia.
","This study investigated whether a short period of time being exposed to flickering light can improve spatial vision in people who are near-sighted. 30 people were split into two groups. One group was exposed to a light that flickered at a rate lower than the usual rate, while the other group was exposed to a light that flickered at a much higher rate. After measuring their spatial contrast sensitivity before and after the exposure, it was found that the group exposed to the lower frequency light showed an improvement in their vision, and the degree of improvement was related to the degree of near-sightedness. This suggests that flickering light could be used to help people who are near-sighted.",Strongly agree,The population is underspecified,"The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",Minor omission(s),No errors,Strongly agree,Agree,Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Strongly agree,All,Strongly agree,121,,Omits sample size,,,,,,,,
65,"The concentration-time profiles of gemigliptin, LC15-0636 and rosuvastatin were comparable between the two formulations.","This study compared the pharmacokinetics and pharmacodynamics of a fixed-dose combination of gemigliptin/rosuvastatin 50/20 mg as a bilayer tablet with that of the approved monolayer tablet in healthy subjects. Results showed equivalent concentration-time profiles, area under concentration-time curve, area under plasma DPP-4 activity inhibition from baseline-time curve and maximum inhibition of plasma DPP-4 activity between the two formulations. The findings suggest the newly developed bilayer tablet could be an alternative to the commercially available monolayer tablet.","PURPOSE
A fixed-dose combination (FDC) of gemigliptin/rosuvastatin 50/20 mg as a monolayer tablet has been used to treat patients with both type 2 diabetes mellitus and dyslipidemia. To improve the stability of the FDC, a new FDC formulation as a bilayer tablet was developed. This study aimed to compare the pharmacokinetics (PKs) and pharmacodynamics (PDs) of the FDC of gemigliptin/rosuvastatin 50/20 mg between the newly developed bilayer tablet and the approved monolayer tablet in healthy subjects.

MATERIALS AND METHODS
A randomized, open-label, single-dose, two-treatment, two-way crossover study was conducted. Subjects received a single dose of the FDC of gemigliptin/rosuvastatin 50/20 mg as the bilayer tablet or the monolayer tablet in each period with a 7-day washout. For PK and PD analyses, serial blood samples were collected up to 72 hours after dosing to determine plasma concentrations of gemigliptin, its active metabolite LC15-0636 and rosuvastatin, and plasma dipeptidyl peptidase-4 (DPP-4) activity. PK and PD parameters were calculated using non-compartmental methods and compared between the two formulations.

RESULTS
A total of 48 healthy subjects were randomized, and 45 subjects completed the study. The concentration-time profiles of gemigliptin, LC15-0636 and rosuvastatin were comparable between the two formulations. All geometric mean ratios (90% confidence intervals) of the bilayer tablet to the monolayer tablet for maximum plasma concentration and area under concentration-time curve from 0 to last measurable time point of the three compounds fulfilled the bioequivalence criteria of 0.80-1.25. Likewise, area under plasma DPP-4 activity inhibition from baseline-time curve from 0 to last measurable time point and maximum inhibition of plasma DPP-4 activity were similar between the two formulations.

CONCLUSION
The FDC of gemigliptin/rosuvastatin 50/20 mg as the bilayer tablet showed equivalent PK and PD properties with the FDC of gemigliptin/rosuvastatin 50/20 mg as the monolayer tablet in healthy subjects. These results suggest that the newly developed bilayer tablet can become an alternative formulation to the commercially available monolayer tablet.
","This study was done to compare two different types of tablets (monolayer and bilayer) that have the same ingredients (gemigliptin and rosuvastatin). The study found that the two tablets had the same effect on the body, so the bilayer tablet can be used as an alternative to the monolayer tablet.",Strongly agree,The population is underspecified,"The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",Minor omission(s),No errors,Strongly agree,Strongly agree,Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Strongly agree,All,Strongly agree,121,,Omits sample size,,,,,,,,
66,Responder rates for all outcomes were similar between participants with or without preventive treatment within each dose group (p > 0.05).,"This study analyzed pooled efficacy and safety data from the ACHIEVE I and ACHIEVE II trials, which evaluated the impact of prior or current use of preventive medications, such as anticonvulsants, beta blockers, antidepressants, or onabotulinumtoxinA, on the efficacy and safety of ubrogepant for the acute treatment of migraine. Results showed that the rates of pain freedom, absence of most bothersome symptom (MBS), and pain relief were similar between participants with and without preventive treatment, and that the rates and types of treatment-emergent adverse events (TEAEs) were also similar. No serious treatment-related adverse events were reported.","INTRODUCTION
Ubrogepant is a calcitonin gene-related peptide receptor antagonist indicated for acute treatment of migraine that can be used to treat breakthrough attacks in individuals taking preventive treatment for migraine. We evaluated the impact of preventive medication use on the efficacy and safety of ubrogepant for the acute treatment of migraine.

METHODS
This was an analysis of pooled efficacy data from the ACHIEVE I and ACHIEVE II phase 3 trials, in which efficacy of ubrogepant was assessed at 2 h after taking study medication for pain freedom, absence of most bothersome symptom (MBS), and pain relief. In addition, a long-term safety (LTS) extension trial was completed where safety was assessed on the basis of incidence and severity of treatment-emergent adverse events (TEAEs). Outcomes were compared between participants with or without prior (within 6 months) preventive medication use (anticonvulsants, beta blockers, antidepressants, or onabotulinumtoxinA). For efficacy analyses, data were pooled across ACHIEVE trials for the 50 mg and placebo groups; for safety analyses, data for all dose groups (50 mg and 100 mg) in the LTS trial were pooled.

RESULTS
Preventive treatments were used by 417 of 2247 (18.6%) participants analyzed in the ACHIEVE trials and by 143 of 813 (17.5%) participants in the LTS trial. Responder rates for all outcomes were similar between participants with or without preventive treatment within each dose group (p > 0.05). No significant differences were noted across the different preventive medications. Rates and types of TEAEs were similar between participants with or without preventive treatment. No serious treatment-related adverse events were reported.

CONCLUSION
Efficacy and safety of ubrogepant for the acute treatment of migraine were similar between participants with or without prior or current use of concomitant preventive medication.

TRIAL REGISTRATION
ClinicalTrials.gov identifiers: NCT02828020 (ACHIEVE I), NCT02867709 (ACHIEVE II), and NCT02873221 (long-term safety trial).
",This passage is about a medicine used for treating migraines called Ubrogepant. Scientists studied how well this medicine works for treating migraines in people who take other medications for preventing migraines. They found that taking Ubrogepant was just as effective in people who take other medications for preventing migraines as it was for people who don't take any other medications. The medicine was also safe for everyone who took it.,Strongly agree,The population is underspecified,"The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",Minor omission(s),No errors,Strongly agree,Agree,Strongly agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",No omission,No errors,Strongly agree,Strongly agree,All,Strongly agree,121,,Omits sample size,,,,,,,,
67,"Compared to tertile 1, the risk of new-onset AF was 2.5-fold higher in tertile 2, and 6.3-fold higher in tertile 3.","The COMMANDER-HF trial enrolled 5022 patients with heart failure and a low ejection fraction who did not have atrial fibrillation at baseline. The trial found that risk of new-onset AF was associated with age, low ejection fraction, history of PCI or CABG, White race, low systolic blood pressure, and high BMI. A risk score was developed from these variables with an accuracy of 0.71. Patients with higher risk scores had greater likelihood of developing AF and those who did had an increased risk of death. Rivaroxaban did not reduce the risk of AF.","BACKGROUND
Atrial fibrillation (AF) in the presence of heart failure (HF) is associated with poor outcomes including a high-risk of stroke and other thromboembolic events. Identifying patients without AF who are at high-risk of developing this arrhythmia has important clinical implications.

AIMS
To develop a risk score to identify HF patients at high risk of developing AF.

METHODS
The COMMANDER-HF trial enrolled 5022 patients with HF and a LVEF ≤ 40%, history of coronary artery disease, and absence of AF at baseline (confirmed with an electrocardiogram). Patients were randomized to either rivaroxaban (2.5 mg bid) or placebo. New-onset AF was confirmed by the investigator at study visits.

RESULTS
241 (4.8%) patients developed AF during the follow-up (median 21 months). Older age (≥ 65 years), LVEF < 35%, history of PCI or CABG, White race, SBP < 110 mmHg, and higher BMI (≥ 25 kg/m 2 ) were independently associated with risk of new-onset AF, whereas the use of DAPT was associated with a lower risk of new-onset AF. We then built a risk score from these variables (with good accuracy C-index = 0.71) and calibration across observed and predicted tertiles of risk. New-onset AF events rates increased steeply by increasing tertiles of the risk-score. Compared to tertile 1, the risk of new-onset AF was 2.5-fold higher in tertile 2, and 6.3-fold higher in tertile 3. Rivaroxaban had no effect in reducing new-onset AF. In time-updated models, new-onset AF was associated with a higher risk of subsequent all-cause death: HR (95%CI) 1.38 (1.11-1.73).

CONCLUSIONS
A well-calibrated risk-score identified patients at risk of new-onset AF in the COMMANDER-HF trial. Patients who developed AF had a higher risk of subsequent death. Risk of new-onset atrial fibrillation in patients with HFrEF and coronary artery disease.
","This passage is talking about a study on people with heart failure and coronary artery disease. The study was done to see if it was possible to identify people who are at a high risk of developing a type of irregular heartbeat called atrial fibrillation (AF). In the study, they looked at different things like age, weight, and if the person had any previous heart procedures like bypass surgery. They developed a special score that could predict the risk of AF. People who were in the highest risk group were more likely to develop AF and had a higher risk of dying from other causes.",Agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately","The outcome is mentioned, and described accurately",Minor omission(s),No errors,Strongly agree,Agree,Agree,"The population is mentioned, and described accurately","The intervention is mentioned, and described accurately",The outcome is underspecified,Minor omission(s),No errors,Strongly agree,Strongly agree,All,Agree,121,,,,Just a bit more details that they are trying to develop a risk calculator,Details about which indicator give a higher risk to the patient,,Missing key details that would be important for a lay person to know,,,
